,num_guests,quantity_prepared,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,quantity_wasted,waste_ratio,waste_per_guest,food_type_Dairy Products,food_type_Fruits,food_type_Meat,food_type_Vegetables,event_type_Corporate,event_type_Social Gathering,event_type_Wedding
205,342,405,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,29,0.07160493827160494,0.0847953216374269,False,True,False,False,True,False,False
206,400,350,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,35,0.1,0.0875,True,False,False,False,False,False,True
207,220,300,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,False,True,True,False,False
208,240,450,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Moderate,30,0.06666666666666667,0.125,False,False,False,True,False,False,False
209,250,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,0.1,0.14,True,False,False,False,False,False,True
210,300,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,0.075,0.1,True,False,False,False,False,False,False
211,488,498,Room Temperature,Regular,Summer,Finger Food,Suburban,High,63,0.12650602409638553,0.1290983606557377,True,False,False,False,True,False,False
212,350,450,Room Temperature,Occasional,All Seasons,Finger Food,Rural,High,30,0.06666666666666667,0.08571428571428572,False,False,False,False,False,False,False
213,230,500,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,Moderate,30,0.06,0.13043478260869565,False,False,True,False,False,False,False
214,220,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,True,False,False,True,False
215,280,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.07142857142857142,True,False,False,False,False,False,True
216,400,500,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,High,50,0.1,0.125,False,True,False,False,False,False,True
217,400,500,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,40,0.08,0.1,True,False,False,False,True,False,False
218,380,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,0.0625,0.06578947368421052,False,False,False,False,False,False,False
219,250,350,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,20,0.05714285714285714,0.08,False,True,False,False,False,True,False
220,300,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,20,0.05,0.06666666666666667,True,False,False,False,True,False,False
221,220,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,True,False,False
222,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,False,False,True,False,False
223,320,400,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,25,0.0625,0.078125,False,False,False,True,False,True,False
224,320,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,0.0625,0.078125,False,False,False,False,True,False,False
225,220,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,True,False,False
226,250,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.08,True,False,False,False,False,False,False
227,280,480,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,0.03125,0.05357142857142857,True,False,False,False,True,False,False
228,450,500,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,30,0.06,0.06666666666666667,True,False,False,False,False,True,False
229,350,450,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,High,40,0.08888888888888889,0.11428571428571428,True,False,False,False,False,False,True
230,300,400,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,High,40,0.1,0.13333333333333333,False,False,False,True,False,True,False
231,300,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,20,0.05,0.06666666666666667,True,False,False,False,False,True,False
232,220,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,30,0.06666666666666667,0.13636363636363635,False,False,False,False,False,True,False
233,280,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.07142857142857142,True,False,False,False,False,True,False
234,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,0.05555555555555555,0.07142857142857142,True,False,False,False,False,True,False
235,247,348,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,16,0.04597701149425287,0.06477732793522267,True,False,False,False,False,True,False
236,400,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,0.08,0.1,True,False,False,False,False,True,False
237,320,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,0.0625,0.078125,True,False,False,False,False,True,False
238,400,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,0.1,0.0875,True,False,False,False,False,True,False
239,320,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,0.075,0.09375,False,False,True,False,False,False,False
240,280,400,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,25,0.0625,0.08928571428571429,False,False,True,False,False,False,True
241,320,400,Room Temperature,Regular,Summer,Buffet,Urban,High,45,0.1125,0.140625,False,False,True,False,True,False,False
242,310,450,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,25,0.05555555555555555,0.08064516129032258,False,False,True,False,True,False,False
243,350,450,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,20,0.044444444444444446,0.05714285714285714,False,False,True,False,False,False,False
244,400,350,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,High,35,0.1,0.0875,False,False,True,False,False,False,True
245,350,450,Refrigerated,Regular,Winter,Finger Food,Suburban,High,30,0.06666666666666667,0.08571428571428572,False,False,True,False,False,False,False
246,350,450,Refrigerated,Regular,Winter,Finger Food,Suburban,High,30,0.06666666666666667,0.08571428571428572,False,False,True,False,False,False,False
247,400,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,0.1,0.125,False,False,True,False,False,False,True
248,320,400,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,0.0875,0.109375,False,True,False,False,False,False,True
249,400,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,40,0.08,0.1,False,True,False,False,False,False,True
250,220,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,False,False,False,True,False
251,434,495,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,36,0.07272727272727272,0.08294930875576037,True,False,False,False,False,True,False
252,300,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,0.1,0.13333333333333333,True,False,False,False,False,True,False
253,300,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,0.0625,0.08333333333333333,True,False,False,False,False,True,False
254,320,480,Refrigerated,Regular,Winter,Buffet,Rural,High,40,0.08333333333333333,0.125,False,False,True,False,False,False,False
255,350,450,Refrigerated,Occasional,Summer,Buffet,Urban,High,40,0.08888888888888889,0.11428571428571428,False,False,True,False,True,False,False
256,400,500,Refrigerated,Occasional,Winter,Buffet,Rural,High,30,0.06,0.075,False,False,True,False,True,False,False
257,310,350,Refrigerated,Regular,Winter,Finger Food,Rural,High,35,0.1,0.11290322580645161,False,False,True,False,False,False,False
258,380,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,0.07,0.09210526315789473,False,False,True,False,False,False,True
259,220,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,15,0.05,0.06818181818181818,False,False,True,False,False,False,True
260,220,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,0.05,0.06818181818181818,False,False,True,False,True,False,False
261,310,350,Refrigerated,Regular,All Seasons,Finger Food,Rural,High,35,0.1,0.11290322580645161,False,True,False,False,False,False,True
262,434,495,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,36,0.07272727272727272,0.08294930875576037,False,False,True,False,False,False,False
263,488,498,Room Temperature,Regular,Summer,Finger Food,Rural,High,63,0.12650602409638553,0.1290983606557377,False,True,False,False,True,False,False
264,275,388,Room Temperature,Regular,Winter,Finger Food,Urban,Low,16,0.041237113402061855,0.05818181818181818,False,True,False,False,True,False,False
265,300,400,Refrigerated,Regular,All Seasons,Finger Food,Urban,Moderate,15,0.0375,0.05,False,False,True,False,False,False,True
266,220,300,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,15,0.05,0.06818181818181818,False,False,True,False,False,False,True
267,350,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,True,False,True,False,False
268,400,500,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,40,0.08,0.1,False,False,True,False,False,False,True
269,220,300,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,15,0.05,0.06818181818181818,False,False,True,False,True,False,False
270,220,300,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,True,False,False,False,False
271,350,450,Room Temperature,Regular,Summer,Finger Food,Urban,High,30,0.06666666666666667,0.08571428571428572,False,False,False,True,False,False,False
272,220,300,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,15,0.05,0.06818181818181818,False,False,False,True,True,False,False
273,220,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,0.05,0.06818181818181818,False,False,False,False,False,False,False
274,300,400,Room Temperature,Regular,Summer,Buffet,Suburban,Low,20,0.05,0.06666666666666667,True,False,False,False,False,False,False
275,280,350,Refrigerated,Regular,Summer,Finger Food,Urban,Moderate,20,0.05714285714285714,0.07142857142857142,False,False,False,True,True,False,False
276,350,450,Room Temperature,Regular,Summer,Finger Food,Urban,Low,20,0.044444444444444446,0.05714285714285714,False,False,False,False,True,False,False
277,280,350,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,0.05714285714285714,0.07142857142857142,False,True,False,False,True,False,False
278,320,400,Room Temperature,Occasional,Summer,Buffet,Rural,High,35,0.0875,0.109375,False,False,False,False,False,False,True
279,280,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,0.05714285714285714,0.07142857142857142,False,False,True,False,False,False,False
280,207,280,Room Temperature,Regular,Winter,Finger Food,Suburban,High,20,0.07142857142857142,0.0966183574879227,False,False,True,False,True,False,False
281,275,388,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,16,0.041237113402061855,0.05818181818181818,False,True,False,False,True,False,False
282,400,350,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,0.1,0.0875,False,False,False,True,False,False,True
283,250,350,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,20,0.05714285714285714,0.08,False,False,True,False,False,False,True
284,400,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,0.08,0.1,False,False,True,False,False,False,False
285,350,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,30,0.06666666666666667,0.08571428571428572,False,True,False,False,False,False,False
286,300,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,0.05,0.06666666666666667,False,False,False,False,False,False,True
287,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,True,False,False,False,False
288,250,350,Room Temperature,Regular,All Seasons,Buffet,Rural,Moderate,20,0.05714285714285714,0.08,False,False,False,False,False,False,False
289,320,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,35,0.0875,0.109375,False,True,False,False,False,False,False
290,292,470,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,50,0.10638297872340426,0.17123287671232876,False,False,False,False,False,False,True
291,350,450,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Low,20,0.044444444444444446,0.05714285714285714,True,False,False,False,False,False,False
292,320,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,0.075,0.09375,False,False,False,True,False,False,True
293,472,489,Room Temperature,Regular,Summer,Buffet,Urban,Low,36,0.0736196319018405,0.07627118644067797,False,True,False,False,False,False,False
294,320,400,Refrigerated,Regular,Winter,Finger Food,Urban,Low,15,0.0375,0.046875,False,False,True,False,True,False,False
295,320,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,35,0.0875,0.109375,False,True,False,False,False,False,True
296,453,484,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,54,0.1115702479338843,0.11920529801324503,False,False,True,False,False,False,True
297,290,374,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,27,0.07219251336898395,0.09310344827586207,True,False,False,False,False,False,True
298,350,450,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,High,35,0.07777777777777778,0.1,True,False,False,False,False,False,False
299,280,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,0.05714285714285714,0.07142857142857142,False,True,False,False,False,True,False
300,220,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,True,False,False,False,False,False
301,280,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,25,0.0625,0.08928571428571429,True,False,False,False,True,False,False
302,250,350,Room Temperature,Regular,Summer,Finger Food,Rural,High,30,0.08571428571428572,0.12,False,False,False,False,False,False,True
303,320,400,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,0.05,0.0625,False,True,False,False,True,False,False
304,350,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,True,False,False,False,True
305,267,393,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,Low,24,0.061068702290076333,0.0898876404494382,False,False,False,True,False,False,True
306,450,500,Room Temperature,Regular,Summer,Finger Food,Urban,High,30,0.06,0.06666666666666667,False,False,False,False,True,False,False
307,220,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20,0.06666666666666667,0.09090909090909091,False,False,True,False,False,False,True
308,300,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,0.0625,0.08333333333333333,False,False,True,False,False,False,True
309,320,400,Room Temperature,Occasional,Winter,Buffet,Rural,High,30,0.075,0.09375,False,True,False,False,False,False,False
310,400,500,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,High,40,0.08,0.1,False,False,True,False,True,False,False
311,220,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,True,False,False,True,False
312,400,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,50,0.1,0.125,True,False,False,False,True,False,False
313,442,452,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,Low,32,0.07079646017699115,0.07239819004524888,False,True,False,False,False,False,True
314,247,348,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,16,0.04597701149425287,0.06477732793522267,False,False,False,False,False,False,False
315,380,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,0.0625,0.06578947368421052,False,False,False,False,False,False,False
316,320,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,0.0875,0.109375,False,True,False,False,False,False,True
317,290,374,Refrigerated,Regular,All Seasons,Finger Food,Rural,Low,27,0.07219251336898395,0.09310344827586207,False,False,True,False,False,True,False
